post_id,post_slug,unix_time,date_time,post_caption,hashtags,topic_tags,is_video,is_ad,post_likes,geo_tag,geo_slug,owner_id,owner_verified,owner_privacy,owner_unpublished,owner_total_posts,owner_total_followers
2376745330526863441,CD75Ukbn0BR,1597550144,2020-08-16 03:55:44,"Most of us are still asleep when he starts his work...by the time we are awake these heroes have done most of their task...moving around from block to block using his 3-wheelers bike will help our hero get the job done at a faster pace...rain or shine our essential workers never fail to keep our Singapore clean...
#nikonsg #nikonglobal #d500 #covid #covid19 #hero #hardwork #life #wearetogether #everydayheroes #passionate #people #sweat #care #thisissingapore #exploresingapore #storm #singapore🇸🇬 #whatissingapore #challenge #whatmakessg #natgeoasia #natgeoyourshot #watdphotochallenge2020 #thankyoueverydayheroes #ourheartforsg #madaboutsingapore2020c #toughlife #uniquelysingapore #mystory","['#nikonsg', '#nikonglobal', '#d500', '#covid', '#covid19', '#hero', '#hardwork', '#life', '#wearetogether', '#everydayheroes', '#passionate', '#people', '#sweat', '#care', '#thisissingapore', '#exploresingapore', '#storm', '#singapore', '#whatissingapore', '#challenge', '#whatmakessg', '#natgeoasia', '#natgeoyourshot', '#watdphotochallenge2020', '#thankyoueverydayheroes', '#ourheartforsg', '#madaboutsingapore2020c', '#toughlife', '#uniquelysingapore', '#mystory']","['plant', 'tree', 'outdoor', 'nature.']",False,False,30,,,176838895,False,False,False,785,446
2294407519396580399,B_XX3uLnkwv,1587734712,2020-04-24 13:25:12,"How's your stay home or WFH. 
#sg #singapore #styeevoen #ig #instagram #wfh #wfo #workfromhome #workfromoffice #samsung #samsungsg #oursg #ltasg #morning #covid19 #whatmakessg #whatissingapore #instasg #wearesingapore #sgunited #stayhome #staysafe #letsquit #letsdoit #determined #beautiful #sweden #livingstandard #stayhealthy #madaboutsingapore2020c","['#sg', '#singapore', '#styeevoen', '#ig', '#instagram', '#wfh', '#wfo', '#workfromhome', '#workfromoffice', '#samsung', '#samsungsg', '#oursg', '#ltasg', '#morning', '#covid19', '#whatmakessg', '#whatissingapore', '#instasg', '#wearesingapore', '#sgunited', '#stayhome', '#staysafe', '#letsquit', '#letsdoit', '#determined', '#beautiful', '#sweden', '#livingstandard', '#stayhealthy', '#madaboutsingapore2020c']",['Photo by štëvëñ🇸🇬📸📱🏀🏃🎾 in Singapore.'],False,False,39,Singapore,singapore,38377713,False,False,False,1323,393
2371803564266660403,CDqVsZ9HqIz,1596961039,2020-08-09 08:17:19,"Happy National Day Singapore!

(Repost)
#aingapore #ndp #ndp2020 #nationalday #majulasingapura #singapura #homatsingapore #madaboutsingapore2020c","['#aingapore', '#ndp', '#ndp2020', '#nationalday', '#majulasingapura', '#singapura', '#homatsingapore', '#madaboutsingapore2020c']",['indoor.'],False,False,76,Singapore,singapore,12815032,False,False,False,2763,1430
2374557135093409457,CD0HyIoHKax,1597289290,2020-08-13 03:28:10,"I ❤️ SG.
Therapeutic shoot last evening with some good friends. First shoot around this area since circuit breaker.
Test running the new Olympus E-M1 Mark IV and 12-45mm Pro lens too, such a small and handy kit it is. 
Leofoto LS-255C,NB-34
Thanks for the jio 🙏🙏
@ronnielee6275, @shirlyhamra @joseph.mak
@joycechang108 @photosphere.sg 
#sg #sg #exploresg #exploresingapore #letsexploresg #ndp #singapore #mbs #marinabaysands #iluvsg #sgig #igsg #instagood  #longexposureshots #longexpoelite #whatissingapore #streetarchitecture #archidaily #architecturelovers #sgOlympus #getolympus #olympusinspired #madaboutsingapore2020c #microfourthirdsgallery #microfournerds #photospheresg #hnysg #reflectiongram #breakfree_olympus","['#sg', '#sg', '#exploresg', '#exploresingapore', '#letsexploresg', '#ndp', '#singapore', '#mbs', '#marinabaysands', '#iluvsg', '#sgig', '#igsg', '#instagood', '#longexposureshots', '#longexpoelite', '#whatissingapore', '#streetarchitecture', '#archidaily', '#architecturelovers', '#sgOlympus', '#getolympus', '#olympusinspired', '#madaboutsingapore2020c', '#microfourthirdsgallery', '#microfournerds', '#photospheresg', '#hnysg', '#reflectiongram', '#breakfree_olympus']","['sky', 'night', 'bridge', 'outdoor', 'water.']",False,False,146,Merlion Park,merlion-park,31670952,False,False,False,1626,1539
2373492285991015577,CDwVqinn9SZ,1597162350,2020-08-11 16:12:30,"/There is comfort in the knowledge .../

 #whatissingapore #whatmakessg #madaboutsingapore2020c #LetsExploreSG","['#whatissingapore', '#whatmakessg', '#madaboutsingapore2020c', '#LetsExploreSG']","['sky', 'outdoor.']",False,False,25,,,174839751,False,False,False,1018,296
2371903410806447264,CDqsZXSp9yg,1596972942,2020-08-09 11:35:42,".
.
We, the citizens of Singapore,
pledge ourselves 
as one united people,
regardless of race, 
language or religion,
to build a democratic society
based on justice and equality
so as to achieve happiness, 
prosperity and progress 
for our nation.
.
.
.
.
.
.
.
.
#ThisIsSG
#SGpledge2020
#instaSGpledge2020
#SGunited
#Singapore
#Singapore🇸🇬
#InstaSG
#NUSPS 
#NUSPStoriesOpen 
#Montage2020
#nycsg
#mccysg
#hdbestate 
#sgarchitecture 
#architecture 
#architecturelover 
#InstagramSG
#IGerSingapore 
#whatissingapore 
#yoursingapore 
#madaboutsingapore2020c
#loves_singapore 
#visitsingapore
#iLuvSG 
#CathayPhoto 
#oursingaporefund
#cllcphotos 
#cathygoaroundsg
#GalaxyS20 
#mobilephotography 
.
.","['#ThisIsSG', '#SGpledge2020', '#instaSGpledge2020', '#SGunited', '#Singapore', '#Singapore', '#InstaSG', '#NUSPS', '#NUSPStoriesOpen', '#Montage2020', '#nycsg', '#mccysg', '#hdbestate', '#sgarchitecture', '#architecture', '#architecturelover', '#InstagramSG', '#IGerSingapore', '#whatissingapore', '#yoursingapore', '#madaboutsingapore2020c', '#loves_singapore', '#visitsingapore', '#iLuvSG', '#CathayPhoto', '#oursingaporefund', '#cllcphotos', '#cathygoaroundsg', '#GalaxyS20', '#mobilephotography']",['4 people.'],False,False,138,Singapore,singapore,37884716,False,False,False,2337,1264
2398810883990939594,CFKScofnufK,1600180562,2020-09-15 14:36:02,"throwback phase 1: Singapore entered the circuit breaker period, in order to pre-empt escalating COVID-19 infections. During this time, Singaporeans are advised to stay home as much as possible, we stay at home to keep ourselves for covid spread.

Govt announces closures of non-essential , whole MBS closed their businesses in Phase 1

Whenever you leave the house, you must keep a distance of at least one metre from others, with the exception of lifts, vehicles and public transport-related premises , wear mask ! 
Wear hand keep yours clean and healthy! If sick please stay home and see a doctor. .
✴️: #streetphotographybyhazelle88 ..
📸:@yong_hazelle .
📸: I phone 8 plus/ 60D",['#streetphotographybyhazelle88'],,False,False,149,Singapore,singapore,184131369,False,False,False,1273,1773
2376390352503287287,CD6om9Yn633,1597507827,2020-08-15 16:10:27,"Never bend your head...Always hold it high up...when you come out of the storm you won't be the same person that walked in...
Together we are stronger and we will pull through this immense challenges due to Covid-19 and be a better Singapore...
#nikonsg #nikonglobal #d500 #covid #covid19 #hero #hardwork #life #wearetogether #everydayheroes #passionate #people #sweat #care #thisissingapore #exploresingapore #storm #singapore🇸🇬 #whatissingapore #challenge #whatmakessg #natgeoasia #natgeoyourshot #watdphotochallenge2020 #thankyoueverydayheroes #ourheartforsg #madaboutsingapore2020c #toughlife #uniquelysingapore #mystory","['#nikonsg', '#nikonglobal', '#d500', '#covid', '#covid19', '#hero', '#hardwork', '#life', '#wearetogether', '#everydayheroes', '#passionate', '#people', '#sweat', '#care', '#thisissingapore', '#exploresingapore', '#storm', '#singapore', '#whatissingapore', '#challenge', '#whatmakessg', '#natgeoasia', '#natgeoyourshot', '#watdphotochallenge2020', '#thankyoueverydayheroes', '#ourheartforsg', '#madaboutsingapore2020c', '#toughlife', '#uniquelysingapore', '#mystory']","['one or more people', 'night', 'hat', 'closeup.']",False,False,28,,,176838895,False,False,False,785,446
2397421085279455534,CFFWcZlHQku,1600014886,2020-09-13 16:34:46,"Today's loot (~2 buckets' load from each of us). Thanks @xytoh for wanting to do this together, braving the never-ending rain and long + early commute across the island! Found so many types of trash; to name a few: cigarette butts, plastic bags, styrofoam dabao boxes, used bottles and drink cans, surgical masks, gloves, hair ties, toy rubber balls, sweet wrappers, bbt tea cups with plastic bags, straw and chopstick wrappers, bullets used in Nerf guns, and more. Pics 6-8 by @nabnabihah 

#trash #talkingrubbish #trashypics #rubbishinrubbishout #whatmakessg #whatissingapore #madaboutsingapore2020c #instasg #sgig #cleanup #CoastalCleanup #thexinyikatcampaign #litter #litterpicking","['#trash', '#talkingrubbish', '#trashypics', '#rubbishinrubbishout', '#whatmakessg', '#whatissingapore', '#madaboutsingapore2020c', '#instasg', '#sgig', '#cleanup', '#CoastalCleanup', '#thexinyikatcampaign', '#litter', '#litterpicking']",,False,False,30,PA PAssion WaVe,pa-passion-wave,174839751,False,False,False,1018,296
2402433889199828650,CFXKOTCHa6q,1600612458,2020-09-20 14:34:18,"Create great moments together
.
.
.
.
.
.
#moodygrams #madaboutsingapore2020c #streetgrammer #goexplore #sgspc #photooftheday #capturestreets #streetgrammers #streetphotography #bw #bwgrammer #sgstreetcollective #vibegramz #monochrome #singapore #singaporephotography #sgheartlands #visitsingapore #instagsg #sginstagram #passionmadepossible #exploresingapore #rediscoversg #instasgsundaywidespaces #sgstreetphotography #activesg #tedssingapore #blackandwhite #instasgsundaybonds #sgstreet","['#moodygrams', '#madaboutsingapore2020c', '#streetgrammer', '#goexplore', '#sgspc', '#photooftheday', '#capturestreets', '#streetgrammers', '#streetphotography', '#bw', '#bwgrammer', '#sgstreetcollective', '#vibegramz', '#monochrome', '#singapore', '#singaporephotography', '#sgheartlands', '#visitsingapore', '#instagsg', '#sginstagram', '#passionmadepossible', '#exploresingapore', '#rediscoversg', '#instasgsundaywidespaces', '#sgstreetphotography', '#activesg', '#tedssingapore', '#blackandwhite', '#instasgsundaybonds', '#sgstreet']","['2 people', 'people sitting.']",False,False,82,"Singapore City, Singapore",singapore-city-singapore,8048967334,False,False,False,284,179
