post_id,post_slug,unix_time,date_time,post_caption,hashtags,topic_tags,is_video,is_ad,post_likes,geo_tag,geo_slug,owner_id,owner_verified,owner_privacy,owner_unpublished,owner_total_posts,owner_total_followers
2378162573154824901,CEA7kKfBbLF,1597719092,2020-08-18 02:51:32,"Exploring Tanjong Pagar last weekend. I used to work in this district few years back and i love how it is located in the CBD district yet you can find neighbourhood vibe just along duxton road. More than just cafes and bbq restaurants, you can even find wet market and pasar there. Favourite lunch time meal is roast meat at realty centre.",[],"['plant', 'tree', 'sky', 'outdoor.']",False,False,18,Tanjong Pagar,tanjong-pagar,8266262181,False,False,False,121,696
2404625181941486534,CFe8dzblNPG,1600873681,2020-09-23 15:08:01,"Did you know that there are a whopping 90 skyscrapers in our little red dot?⠀
⠀
Interestingly though, in Singapore, it is forbidden to build buildings higher than 280 meters. ⠀
⠀
The tallest skyscraper though stands at 290m, like a proud rebel, flouting this rule (ok..ok..they sought a special permission from the Urban Redevelopment Authority)⠀
⠀
The latest addition to this already-impressive skyline chooses to wow us with it’s shape rather than it’s height. A shiny rounded glass dome that floats on the Singapore river. They say it’s design was inspired by the Pantheon in Rome. A Roman temple inspiring the new-age temple of the Gen Z ,aka, the Apple Showroom. Rather apt.⠀
⠀
There she stands, sun-bathing, acting as a mirror for the skyline..⠀
⠀
You wonder, “Is this what they mean by reflected glory?” :P⠀
.
.⠀
D&I spent an entire morning shooting with this beautiful backdrop! It was our first photoshoot in almost 6 months and we had an absolute ball. Are you guys having fun exploring your home cities as well?
⠀
⠀
⠀
⠀
⠀
⠀
⠀
#RediscoverSingapore #singapoliday #journeysofgirls #girlpowertravel #damestravel #pinktrotters #iammissadventure #shewhowanders #babeswhowander #girlaroundworld #shetravelz #femfeed #wetravelgirls #femaletravelbloggers #wearetravelgirls
#sheisnotlost #backpackersintheworld #voyaged #hello_worldpics #iamtb #travellingwomen_ #speechlessplaces #traveltagged #travelcommunity #journeysofgirls #traveltheworldwithme #abmtravelbug #damestravel
@singaporetimes @visit_singapore @things2doinsingapore @singaporeworld @singapore
@singapore.explores @singaporetravelvibes @changiairport @singaporeair @sgig @singapore2020 @go.singapore @timeoutsg @singaporestreetart @travelbloggeres @sheisnotlost @femmetravel @traveldreamseekers @girlpowertravel @lifeinthesuitcase @dametraveler @girlsborntravel @woman.travel.magazine @journeysofgirls
@yololetstraveltheworld @travelingwomen_ @womenwhoexplore @wearetravelgirls","['#RediscoverSingapore', '#singapoliday', '#journeysofgirls', '#girlpowertravel', '#damestravel', '#pinktrotters', '#iammissadventure', '#shewhowanders', '#babeswhowander', '#girlaroundworld', '#shetravelz', '#femfeed', '#wetravelgirls', '#femaletravelbloggers', '#wearetravelgirls', '#sheisnotlost', '#backpackersintheworld', '#voyaged', '#hello_worldpics', '#iamtb', '#travellingwomen_', '#speechlessplaces', '#traveltagged', '#travelcommunity', '#journeysofgirls', '#traveltheworldwithme', '#abmtravelbug', '#damestravel']","['sky', 'outdoor.']",False,False,128,Apple Marina Bay Sands,apple-marina-bay-sands,11526377188,False,False,False,206,1926
2395921642007553165,CFABgoNh-SN,1599836138,2020-09-11 14:55:38,"Sementara masih ada sekatan untuk keluar Singapura, apa lagi kita #rediscoversingapore 

Kayak ni sebenarnya depan rumah je sejak akhir tahun lepas tak pernah cuba. Tapi sebabkan #covid19, nak ke mana tak tahu kan, ‘kayak’ bosan main basikal, jogging kita cubalah aktiviti yang lain.

Kalau tiada idea nak buat apa, cubalah kayak dari @pa.passionwave
$9 bagi ahli untuk dua jam. 😎😎 

Kalau nak free pun boleh cuba cari #paybytrash di onepa.sg sambil bersihkan pantai atau tasik, sambil-sambil tu berkayaklah 😅 selamat mencuba 🛶🛶🛶","['#rediscoversingapore', '#covid19', '#paybytrash']",,False,False,125,Jurong Lake Park,jurong-lake-park,836854,False,False,False,1081,1631
1283178752632872431,BHOxEbmAt3v,1467186849,2016-06-29 07:54:09,"""Be yourself; everyone else is already taken.""- Oscar Wilde
#wednesdays #cyclinglife #rediscoversingapore #clarkquaysingapore #youandme #thebicyclehut #bikerental","['#wednesdays', '#cyclinglife', '#rediscoversingapore', '#clarkquaysingapore', '#youandme', '#thebicyclehut', '#bikerental']",['2 people.'],False,False,16,,,807001251,False,False,False,1898,894
2396495279541981701,CFCD8JzABIF,1599904521,2020-09-12 09:55:21,Enjoyable afternoon @ #QianhuFishFarm #QuanhuFishFarmSG #RediscoverSG #RediscoverSingapore,"['#QianhuFishFarm', '#QuanhuFishFarmSG', '#RediscoverSG', '#RediscoverSingapore']",,False,False,12,Qian Hu Fish Farm,qian-hu-fish-farm,4191417127,False,False,False,891,132
2381439167801532495,CEMkk5DAyBP,1598109693,2020-08-22 15:21:33,"#SG #rediscoversingapore
Rediscover Singapore🔍🇸🇬
Someone Spent a Day Pretending to Be a Tourist in MBS🙃","['#SG', '#rediscoversingapore']",,False,False,11,Marina Bay Sands,marina-bay-sands,566644356,False,False,False,362,157
2392333906466377577,CEzRwNHDQ9p,1599408447,2020-09-06 16:07:27,"ウォーキングシリーズその2⁠
⁠キジムナーいたかな

#シンガポール #トレッキング #ウォーキング #シンガポール再発見 #ガジュマル #きじむなぁ #sonyalpha #sonya6000 #7artisans75mm28 #7artisans #singapore #sg #bukitbatok #rediscoversingapore #trekking #walking","['#シンガポール', '#トレッキング', '#ウォーキング', '#シンガポール再発見', '#ガジュマル', '#きじむなぁ', '#sonyalpha', '#sonya6000', '#7artisans75mm28', '#7artisans', '#singapore', '#sg', '#bukitbatok', '#rediscoversingapore', '#trekking', '#walking']","['tree', 'plant', 'sky', 'outdoor', 'nature.']",False,False,48,Bukit Batok Nature Park,bukit-batok-nature-park,4043759888,False,False,False,327,606
2377415646230530506,CD-Ru8lBsnK,1597630051,2020-08-17 02:07:31,"Jurong Lake Garden ( Singapore 🇸🇬 ) . 
.
.
.
.
.
.
.
#Singapoliday  #Adibee  #Singapore  #rediscoversingapore  #YourSingapore  #singaporeinsiders  #exploresingapore  #topsgshots  #backpack_singapore #visit_singapore  #thisissingapore  #visit_asia  #sglife  tourist #instapassport  #Skyscraping_Architecture #HOTSHOTZ_ARCHITECTURE #architecture #skyscraper #singaporediscovers","['#Singapoliday', '#Adibee', '#Singapore', '#rediscoversingapore', '#YourSingapore', '#singaporeinsiders', '#exploresingapore', '#topsgshots', '#backpack_singapore', '#visit_singapore', '#thisissingapore', '#visit_asia', '#sglife', '#instapassport', '#Skyscraping_Architecture', '#HOTSHOTZ_ARCHITECTURE', '#architecture', '#skyscraper', '#singaporediscovers']","['cloud', 'sky', 'outdoor.']",False,False,26,Jurong Lake Gardens,jurong-lake-gardens,38766500954,False,False,False,53,71
2376342669204359351,CD6dxE2h4i3,1597502143,2020-08-15 14:35:43,"Weekend hike with the girls 
.
.
Never thought I would ever write that sentence as a caption 😅 Well we decided to try hang out in a new environment 😎impromptu hang out  end up with our usual dinner and drinks 😅 
.
.
Thanks for helping me #rediscoversingapore and checking my #laterlist ✅ 
.
.
After 7 years I finally visit the famous #handersonwavesbridge what’s next on the list girls? 😅#girls #hangout #weekendhike #visitsingapore #touristythings #touristforaday","['#rediscoversingapore', '#laterlist', '#handersonwavesbridge', '#girls', '#hangout', '#weekendhike', '#visitsingapore', '#touristythings', '#touristforaday']",,False,False,34,Henderson Waves,henderson-waves,32026869,False,False,False,1568,1155
2383186764570634424,CESx7xXpSi4,1598318055,2020-08-25 01:14:15,"Rediscover Singapore ‘in Saris’...

There is an upside to going nowhere during this pandemic.
While borders stay shut and leisure travel remains a forlorn hope, we at DD have decided to explore and checkout our own backyards..
While maintaining social distance in a maximum group of 5, we have set out to enjoy the beauty of our garden city, via all the NParks around the little red dot! 

Follow Rachel as she flags off this journey for the DemureDrapes Singapore! 
Here she travels to 
Sunplaza park in Tampines, 
Bedok Reservoir park in Bedok, 
the Tampines eco green Diversity and Forest trails, 
Pasir Ris mangroves,
Changi Board Walk,
East Coast Park,
Henderson Waves, 
Telok Blangah park,
Mount Faber..

To start the walk tours for  rediscovering Singapore, as team DD explores different parks, we will share details.

Let’s together rediscover the Jewel we live in..

The clip below is a small trailer to Rachel’s journey. Click the YouTube link below to watch the full video.

https://youtu.be/q2FR_CMlkRo

#rediscoversingapore #iluvsaris #wearasari","['#rediscoversingapore', '#iluvsaris', '#wearasari']",,True,False,3,,,1359343641,False,False,False,2357,2375
2394051957289327173,CE5YZIoDxpF,1599613254,2020-09-09 01:00:54,"#rediscoversingapore #exploresingapore
#sg #singapore #thersaf","['#rediscoversingapore', '#exploresingapore', '#sg', '#singapore', '#thersaf']","['cloud', 'sky', 'tree', 'grass', 'outdoor', 'nature.']",False,False,27,Singapore,singapore,27657252802,False,False,False,47,202
2421991873118176909,CGcpMa-F4aN,1602943952,2020-10-17 14:12:32,"Really good deals for breakfast sets at @marchesingapore 
I ordered the savoury crepe set for $14.90 that comes with one juice and one coffee! Super worth right 👍😍

➡️➡️Swipe right for weekend/PH breakfast set menu. Pls note breakfast menu is only avail from 10am-12pm!

#switzerland #marche #food #singapore #wheretogotoeat #breakfast #breakfasttime #breakfastideas #brunch #brunchideas #cafehop #cafehopsingapore #singaporefood #singapore🇸🇬 #singaporelife #rediscoversingapore #singapore_insta","['#switzerland', '#marche', '#food', '#singapore', '#wheretogotoeat', '#breakfast', '#breakfasttime', '#breakfastideas', '#brunch', '#brunchideas', '#cafehop', '#cafehopsingapore', '#singaporefood', '#singapore', '#singaporelife', '#rediscoversingapore', '#singapore_insta']",,False,False,14,Marché Mövenpick Singapore,marche-movenpick-singapore,39236241456,False,False,False,62,75
